10012,New York County,NY,36061,H6
10022,New York County,NY,36061,H6
10021,New York County,NY,36061,H6
10075,New York County,NY,36061,H6
10069,New York County,NY,36061,H6
10153,New York County,NY,36061,H6
10111,New York County,NY,36061,H6
10103,New York County,NY,36061,H6
10106,New York County,NY,36061,H6
10165,New York County,NY,36061,H6
10177,New York County,NY,36061,H6
10276,New York County,NY,36061,H6
10131,New York County,NY,36061,H6
10125,New York County,NY,36061,H6
10124,New York County,NY,36061,H6
10001,New York County,NY,36061,H6
10005,New York County,NY,36061,H6
10009,New York County,NY,36061,H6
10011,New York County,NY,36061,H6
10023,New York County,NY,36061,H6
10118,New York County,NY,36061,H6
10121,New York County,NY,36061,H6
10274,New York County,NY,36061,H6
10169,New York County,NY,36061,H6
10178,New York County,NY,36061,H6
10032,New York County,NY,36061,H6
10020,New York County,NY,36061,H6
10269,New York County,NY,36061,H6
10199,New York County,NY,36061,H6
10162,New York County,NY,36061,H6
10172,New York County,NY,36061,H6
10126,New York County,NY,36061,H6
10045,New York County,NY,36061,H6
10157,New York County,NY,36061,H6
10014,New York County,NY,36061,H6
10027,New York County,NY,36061,H6
10026,New York County,NY,36061,H6
10040,New York County,NY,36061,H6
10044,New York County,NY,36061,H6
10271,New York County,NY,36061,H6
10280,New York County,NY,36061,H6
10282,New York County,NY,36061,H6
10035,New York County,NY,36061,H6
10107,New York County,NY,36061,H6
10119,New York County,NY,36061,H6
10152,New York County,NY,36061,H6
10167,New York County,NY,36061,H6
10278,New York County,NY,36061,H6
10113,New York County,NY,36061,H6
10277,New York County,NY,36061,H6
10081,New York County,NY,36061,H6
10179,New York County,NY,36061,H6
10285,New York County,NY,36061,H6
10010,New York County,NY,36061,H6
10006,New York County,NY,36061,H6
10163,New York County,NY,36061,H6
10463,New York County,NY,36061,H6
10101,New York County,NY,36061,H6
10159,New York County,NY,36061,H6
10171,New York County,NY,36061,H6
10115,New York County,NY,36061,H6
10055,New York County,NY,36061,H6
10160,New York County,NY,36061,H6
10130,New York County,NY,36061,H6
10203,New York County,NY,36061,H6
10133,New York County,NY,36061,H6
10211,New York County,NY,36061,H6
10212,New York County,NY,36061,H6
10019,New York County,NY,36061,H6
10028,New York County,NY,36061,H6
10038,New York County,NY,36061,H6
10116,New York County,NY,36061,H6
10117,New York County,NY,36061,H6
10122,New York County,NY,36061,H6
10279,New York County,NY,36061,H6
10170,New York County,NY,36061,H6
10154,New York County,NY,36061,H6
10041,New York County,NY,36061,H6
10108,New York County,NY,36061,H6
10258,New York County,NY,36061,H6
10003,New York County,NY,36061,H6
10025,New York County,NY,36061,H6
10176,New York County,NY,36061,H6
10034,New York County,NY,36061,H6
10030,New York County,NY,36061,H6
10272,New York County,NY,36061,H6
10123,New York County,NY,36061,H6
10129,New York County,NY,36061,H6
10268,New York County,NY,36061,H6
10155,New York County,NY,36061,H6
10275,New York County,NY,36061,H6
10158,New York County,NY,36061,H6
10004,New York County,NY,36061,H6
10007,New York County,NY,36061,H6
10017,New York County,NY,36061,H6
10024,New York County,NY,36061,H6
10016,New York County,NY,36061,H6
10128,New York County,NY,36061,H6
10039,New York County,NY,36061,H6
10036,New York County,NY,36061,H6
10185,New York County,NY,36061,H6
10033,New York County,NY,36061,H6
10031,New York County,NY,36061,H6
10120,New York County,NY,36061,H6
10151,New York County,NY,36061,H6
10175,New York County,NY,36061,H6
10080,New York County,NY,36061,H6
10138,New York County,NY,36061,H6
10043,New York County,NY,36061,H6
10213,New York County,NY,36061,H6
10002,New York County,NY,36061,H6
10008,New York County,NY,36061,H6
10018,New York County,NY,36061,H6
10013,New York County,NY,36061,H6
10029,New York County,NY,36061,H6
10065,New York County,NY,36061,H6
10105,New York County,NY,36061,H6
10037,New York County,NY,36061,H6
10110,New York County,NY,36061,H6
10166,New York County,NY,36061,H6
10168,New York County,NY,36061,H6
10174,New York County,NY,36061,H6
10281,New York County,NY,36061,H6
10150,New York County,NY,36061,H6
10156,New York County,NY,36061,H6
10164,New York County,NY,36061,H6
10104,New York County,NY,36061,H6
10173,New York County,NY,36061,H6
10112,New York County,NY,36061,H6
